time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2018-01-30T09:00:00Z,10.93,-85.78,NaN
2018-01-30T09:00:00Z,10.94,-85.81,25.421
2018-01-30T09:00:00Z,10.94,-85.8,25.414
2018-01-30T09:00:00Z,10.94,-85.79,NaN
2018-01-30T09:00:00Z,10.94,-85.78,25.43
2018-01-30T09:00:00Z,10.95,-85.81,25.355
2018-01-30T09:00:00Z,10.95,-85.8,25.346
2018-01-30T09:00:00Z,10.95,-85.79,25.351
2018-01-30T09:00:00Z,10.95,-85.78,25.366
2018-01-31T09:00:00Z,10.93,-85.81,23.801
2018-01-31T09:00:00Z,10.93,-85.8,NaN
2018-01-31T09:00:00Z,10.93,-85.79,NaN
2018-01-31T09:00:00Z,10.93,-85.78,NaN
2018-01-31T09:00:00Z,10.94,-85.81,23.754
2018-01-31T09:00:00Z,10.94,-85.8,23.803
2018-01-31T09:00:00Z,10.94,-85.79,NaN
2018-01-31T09:00:00Z,10.94,-85.78,23.905
2018-01-31T09:00:00Z,10.95,-85.81,23.71
2018-01-31T09:00:00Z,10.95,-85.8,23.764
2018-01-31T09:00:00Z,10.95,-85.79,23.819
2018-01-31T09:00:00Z,10.95,-85.78,23.875
2018-02-01T09:00:00Z,10.93,-85.81,22.581
2018-02-01T09:00:00Z,10.93,-85.8,NaN
2018-02-01T09:00:00Z,10.93,-85.79,NaN
2018-02-01T09:00:00Z,10.93,-85.78,NaN
2018-02-01T09:00:00Z,10.94,-85.81,22.493
2018-02-01T09:00:00Z,10.94,-85.8,22.554
2018-02-01T09:00:00Z,10.94,-85.79,NaN
2018-02-01T09:00:00Z,10.94,-85.78,22.695
2018-02-01T09:00:00Z,10.95,-85.81,22.412
2018-02-01T09:00:00Z,10.95,-85.8,22.48
2018-02-01T09:00:00Z,10.95,-85.79,22.556
2018-02-01T09:00:00Z,10.95,-85.78,22.637999999999998
2018-02-02T09:00:00Z,10.93,-85.81,22.417
2018-02-02T09:00:00Z,10.93,-85.8,NaN
2018-02-02T09:00:00Z,10.93,-85.79,NaN
2018-02-02T09:00:00Z,10.93,-85.78,NaN
2018-02-02T09:00:00Z,10.94,-85.81,22.299
2018-02-02T09:00:00Z,10.94,-85.8,22.345
2018-02-02T09:00:00Z,10.94,-85.79,NaN
2018-02-02T09:00:00Z,10.94,-85.78,22.462
2018-02-02T09:00:00Z,10.95,-85.81,22.186
2018-02-02T09:00:00Z,10.95,-85.8,22.242
2018-02-02T09:00:00Z,10.95,-85.79,22.308
2018-02-02T09:00:00Z,10.95,-85.78,22.379
2018-02-03T09:00:00Z,10.93,-85.81,23.012
2018-02-03T09:00:00Z,10.93,-85.8,NaN
2018-02-03T09:00:00Z,10.93,-85.79,NaN
2018-02-03T09:00:00Z,10.93,-85.78,NaN
2018-02-03T09:00:00Z,10.94,-85.81,22.946
2018-02-03T09:00:00Z,10.94,-85.8,23.001
2018-02-03T09:00:00Z,10.94,-85.79,NaN
2018-02-03T09:00:00Z,10.94,-85.78,23.112
2018-02-03T09:00:00Z,10.95,-85.81,22.886
2018-02-03T09:00:00Z,10.95,-85.8,22.946
2018-02-03T09:00:00Z,10.95,-85.79,23.005
2018-02-03T09:00:00Z,10.95,-85.78,23.066
2018-02-04T09:00:00Z,10.93,-85.81,24.239
2018-02-04T09:00:00Z,10.93,-85.8,NaN
2018-02-04T09:00:00Z,10.93,-85.79,NaN
2018-02-04T09:00:00Z,10.93,-85.78,NaN
2018-02-04T09:00:00Z,10.94,-85.81,24.26
2018-02-04T09:00:00Z,10.94,-85.8,24.266
2018-02-04T09:00:00Z,10.94,-85.79,NaN
2018-02-04T09:00:00Z,10.94,-85.78,24.283
2018-02-04T09:00:00Z,10.95,-85.81,24.28
2018-02-04T09:00:00Z,10.95,-85.8,24.287
2018-02-04T09:00:00Z,10.95,-85.79,24.296
2018-02-04T09:00:00Z,10.95,-85.78,24.306
2018-02-05T09:00:00Z,10.93,-85.81,24.546
2018-02-05T09:00:00Z,10.93,-85.8,NaN
2018-02-05T09:00:00Z,10.93,-85.79,NaN
2018-02-05T09:00:00Z,10.93,-85.78,NaN
2018-02-05T09:00:00Z,10.94,-85.81,24.569
2018-02-05T09:00:00Z,10.94,-85.8,24.546
2018-02-05T09:00:00Z,10.94,-85.79,NaN
2018-02-05T09:00:00Z,10.94,-85.78,24.514
2018-02-05T09:00:00Z,10.95,-85.81,24.589
2018-02-05T09:00:00Z,10.95,-85.8,24.568
2018-02-05T09:00:00Z,10.95,-85.79,24.551
2018-02-05T09:00:00Z,10.95,-85.78,24.538
2018-02-06T09:00:00Z,10.93,-85.81,24.855
2018-02-06T09:00:00Z,10.93,-85.8,NaN
2018-02-06T09:00:00Z,10.93,-85.79,NaN
2018-02-06T09:00:00Z,10.93,-85.78,NaN
2018-02-06T09:00:00Z,10.94,-85.81,24.801
2018-02-06T09:00:00Z,10.94,-85.8,24.817
2018-02-06T09:00:00Z,10.94,-85.79,NaN
2018-02-06T09:00:00Z,10.94,-85.78,24.862
2018-02-06T09:00:00Z,10.95,-85.81,24.748
2018-02-06T09:00:00Z,10.95,-85.8,24.77
2018-02-06T09:00:00Z,10.95,-85.79,24.796
2018-02-06T09:00:00Z,10.95,-85.78,24.826
2018-02-07T09:00:00Z,10.93,-85.81,25.666
2018-02-07T09:00:00Z,10.93,-85.8,NaN
2018-02-07T09:00:00Z,10.93,-85.79,NaN
2018-02-07T09:00:00Z,10.93,-85.78,NaN
2018-02-07T09:00:00Z,10.94,-85.81,25.617
2018-02-07T09:00:00Z,10.94,-85.8,25.645
2018-02-07T09:00:00Z,10.94,-85.79,NaN
2018-02-07T09:00:00Z,10.94,-85.78,25.699
2018-02-07T09:00:00Z,10.95,-85.81,25.573
2018-02-07T09:00:00Z,10.95,-85.8,25.604
2018-02-07T09:00:00Z,10.95,-85.79,25.635
2018-02-07T09:00:00Z,10.95,-85.78,25.665
2018-02-08T09:00:00Z,10.93,-85.81,25.432
2018-02-08T09:00:00Z,10.93,-85.8,NaN
2018-02-08T09:00:00Z,10.93,-85.79,NaN
2018-02-08T09:00:00Z,10.93,-85.78,NaN
2018-02-08T09:00:00Z,10.94,-85.81,25.369
2018-02-08T09:00:00Z,10.94,-85.8,25.391
2018-02-08T09:00:00Z,10.94,-85.79,NaN
2018-02-08T09:00:00Z,10.94,-85.78,25.448
2018-02-08T09:00:00Z,10.95,-85.81,25.308
2018-02-08T09:00:00Z,10.95,-85.8,25.334
2018-02-08T09:00:00Z,10.95,-85.79,25.366
2018-02-08T09:00:00Z,10.95,-85.78,25.402
2018-02-09T09:00:00Z,10.93,-85.81,24.912
2018-02-09T09:00:00Z,10.93,-85.8,NaN
2018-02-09T09:00:00Z,10.93,-85.79,NaN
2018-02-09T09:00:00Z,10.93,-85.78,NaN
2018-02-09T09:00:00Z,10.94,-85.81,24.845
2018-02-09T09:00:00Z,10.94,-85.8,24.794
2018-02-09T09:00:00Z,10.94,-85.79,NaN
2018-02-09T09:00:00Z,10.94,-85.78,24.818
2018-02-09T09:00:00Z,10.95,-85.81,24.83
2018-02-09T09:00:00Z,10.95,-85.8,24.766
2018-02-09T09:00:00Z,10.95,-85.79,24.754
2018-02-09T09:00:00Z,10.95,-85.78,24.785
2018-02-10T09:00:00Z,10.93,-85.81,24.872
2018-02-10T09:00:00Z,10.93,-85.8,NaN
2018-02-10T09:00:00Z,10.93,-85.79,NaN
2018-02-10T09:00:00Z,10.93,-85.78,NaN
2018-02-10T09:00:00Z,10.94,-85.81,24.815
2018-02-10T09:00:00Z,10.94,-85.8,24.779
2018-02-10T09:00:00Z,10.94,-85.79,NaN
2018-02-10T09:00:00Z,10.94,-85.78,24.788
2018-02-10T09:00:00Z,10.95,-85.81,24.797
